Titre,Année de publication,Pages,Nombre de lecteurs,Note moyenne,Genres
The Guest List,2020,319,1162257,3.81,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Adult', 'crime', 'fiction', 'mystery', '2022', 'mystery-thriller', '2020', '2020-releases', 'read-2020', 'book-subscriptions', 'bookstagram-made-me-do-it', 'buddy-reads', 'arc-copy', 'read-in-2020', 'suspense', 'crime-fiction', 'mystery', 'netgalley', '21st-century', 'fiction', 'grand-opera', '2021', 'audio', 'gr_awards_2020', 'netgalley', 'reese-witherspoon-bookclub', 'lidos-2021', 'mulheres', 'well-written', 'couldn-t-put-down', 'enjoyed-the-setting', 'read-in-2020']"
Sea of Tranquility,2022,259,269756,4.07,"['Fiction', 'Science Fiction', 'Time Travel', 'Audiobook', 'Fantasy', 'Historical Fiction', 'Literary Fiction', '2022', 'sci-fi', '5-stars', 'historical', 'literary-fiction', 'adult', 'recommended', '2022-read', 'audiobook', 'fantasy-or-science-fiction', 'arc-physical-copy', 'favorites', '2022', 'audiobook', 'canada', 'fantasy', 'favorites', 'signed-books-i-own', 'signed-first-editions', 'netgalley', 'science-fiction', 'time-travel', 'adult-fiction', 'fantasy', 'science-fiction', 'read-in-2024', 'sci-fi', 'from-publisher-or-author', 'review-pending', 'owned', 'favourites', 'favourites', 'illness-mental-terminal', 'sci-fi', '2022', 'audible', 'e-book', '2022', 'bookclub', 'plagues-and-pandemics', 'speculative-fiction']"
Hamnet,2020,372,295471,4.19,"['Historical Fiction', 'Fiction', 'Historical', 'Literary Fiction', 'Audiobook', 'Adult', 'Book Club', '2021-reads', 'adult', 'best-of-the-year', 'fiction', 'historical-fic', '2020-favorites', 'edelweiss-reviews', '2-and-a-half-stars', 'eh', 'historical', 'historical-fiction', 'irish', 'read-the-week-released', 'favorites', '2024', 'historical', 'modern-lit', 'historical-fiction', 'best-historical-fiction', 'best-reads-2021', 'favorites', '1500-s', '2020', 'england', '2020-releases', 'read-in-2020', '2020-reads', 'adult', 'fiction', '2020', '2020-ntb', '2020-women-longlist', '5-star-favourites', 'historical-fiction', 'historical-fiction', 'novels-about-art', 'favorites', 'audiobook', 'biographical-historical-fiction', 'fc-book-club', '2020-runners-up', 'edelweiss', 'favorite-authors']"
House of Sky and Breath,2022,805,658753,4.44,"['Fantasy', 'Romance', 'Romantasy', 'Fae', 'Fantasy Romance', 'Fiction', 'Urban Fantasy', 'fantasy', 'read-2022', 'release-2022', 'favorites', 'five-star-reads', '2022-books', 'i-own', 'pnr-scifi-fantasy', '2022', '2024', 'fantasy-romance', '2022-anticipated-releases', '5-star', 'best-main-characters', 'fantasy', 'fav', 'have-2-pry-out-of-my-cold-hands', 'best-fantasy', 'best-reads-2022', 'favorites', 'audiobooks', 'characters-of-colour', 'i-fell-in-love', 'controversial', 'disappointed', 'hyped-asf', '4-5-stars', 'adult', 'audio', 'read-in-2022', 'worst-of-2022', 'audiobooks', 'fantasy', 'favorites', '2022', '2022-5-stars', '2023', 'angels-gods-demigods', 'beasts-monsters-demons', 'curses-betrayals-plot-twists', '4-stars-love-it-to-the-moon', 'baddest-bitch-of-all', 'books-read-in-2022', '2022', '2022-releases', 'adult-new-adult', 'fantasy', 'favorites', 'love-love-love', 'no-words-just-tears', '2022-releases', 'adult-na', 'faeries']"
A Deadly Education,2020,320,197747,3.95,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Audiobook', 'Horror', 'Young Adult Fantasy', 'fantasy', 'faves', 'horror', '2020', 'fantasy', '2021-reads', 'adult', 'fantasy', 'arc', 'genre-academy-romance', 'genre-action', '2020-reads', '2021-reads', '2022-reads', 'favorites', 'female-lead', 'represent', '2020-releases', 'audiobooks', '2021-books', 'i-own', 'favorites', 'polyglots', 'best2020books', 'owlcrate', 'published2020', 'arcs', 'ebook', 'magic', '2020-reads', 'e-books', 'fantasy', '2020-favorites', '5-star-reads', 'all-time-fave', 'audiobooks', 'fantasy', 'young-adult', 'dark-academia', 'magic-and-sparkles-and-shit', 'five-star-reads', 'goodreadsgiveaway', 'faves', 'netgalley', '2020', 'fantasy', 'ya', 'arcs', 'dark', 'my-reviews', 'fantasy', 'poc-rep', 'young-adult', 'dnf-skim-finish', 'hardback-own', 'owlcrate', 'wnbsff', '2020-shelf', 'fantasy', 'urban-fantasy']"
Demon Copperhead,2022,560,621610,4.48,"['Fiction', 'Historical Fiction', 'Audiobook', 'Literary Fiction', 'Contemporary', 'Coming Of Age', 'Book Club', '2022-read', 'usa', '2023', 'historical', 'becoming-groweds-up', 'everything-old-is-new-again', 'i-read-it-wrong', '2023-aty-challenge', 'american', 'appalachian', '2022-favorites', 'edelweiss-reviews', 'netgalley', 'contemporary-fiction', 'best-of-2022', 'book-clubs', 'goodreads-win', 'audiobooks', '1-star', 'modern-fiction', 'fiction', 'in-my-home-library', 'sad-sad-sad-alert', 'appalachia', 'book-i-own', 'chunksters', 'bildungsroman', 'favorites', 'fiction', '5-star-favourites', 'novels', 'libby', '2022', 'addiction', 'coming-of-age', 'favorites', 'contemporary', 'finished-in-2023', '2-5-stars', '2023-favourites', 'favorites']"
Klara and the Sun,2021,340,388316,3.74,"['Fiction', 'Science Fiction', 'Audiobook', 'Dystopia', 'Literary Fiction', 'Fantasy', 'Contemporary', '2021-reads', '2021', 'modern-lit', 'sci-fi', 'owned', '3-and-a-half-stars', 'authors-of-color', 'literary-fiction', 'arc-provided-by-publisher', 'authors-of-color', 'sci-fi-fantasy', 'worst-case-scenarios', 'four-stars', 'read-2021', '2021-releases', 'read-in-2021', '2021-top-10', 'books-i-recommend', 'favourite-books', 'speculative-fiction', '2021-release', 'adult', 'arcs', 'in-my-home-library', 'science-fiction', 'class-etiquette', 'dystopian-apocalyptic', 'family-parenting', '21-ce', 'fiction', 'uk', 'spec-fi-i-guess']"
Iron Flame,2023,623,1927925,4.37,"['Romantasy', 'Dragons', 'Audiobook', 'Fiction', 'Fantasy Romance', 'Magic', 'New Adult', 'drama', 'emotional', 'fantasy', '4-stars-love-it-to-the-moon', 'baddest-bitch-of-all', 'book-boyfriends-break-my-back-sir', 'i-condemn-you-to-book-hell', 'you-should-never-write-again', 'adult-and-new-adult', 'beasts-monsters-demons', 'dragons-elves-dwarves-etc', 'fantasy-books', '1st-person-pov', 'ebook', 'fantasy', 'romantasy-favorites', '2023', 'fantasy', '1-one-star-books', 'dnfed', '1-star', 'fantasy', 'romance', 'books-i-own', 'fantasy', 'romantasy', '2023', 'favorites', '2024', 'fantasy-romance', '2023-and-me']"
People We Meet on Vacation,2021,400,1385947,3.86,"['Fiction', 'Contemporary', 'Friends To Lovers', 'Audiobook', 'Contemporary Romance', 'Adult', 'Chick Lit', '3-stars', 'eh', 'non-ya', '2021-anticipated', '2021-faves', 'arcs', '2021-reads', '2021-releases', 'adult', '2021', '2023', '2021', '2023', 'contemporary-romance', '2021-reads', 'buddy-read', 'patreon-buddy-read', '2023-favorites', '2021-release', 'adult', 'arcs', 'favorites', 'read-in-2021', '5-star-books', 'all-time-favorites', 'arc-or-won-or-received', 'best-friendships', 'can-reread-over-and-over-again', 'comfort-reads', 'audio', 'hoopla-libby', 'dnf', '06-contemporary-romance', 'forced-proximity', 'friends-to-lovers', 'physical-books-read']"
Caste: The Origins of Our Discontents,2020,544,151465,4.53,"['Nonfiction', 'History', 'Race', 'Audiobook', 'Social Justice', 'Sociology', 'Anti Racist', 'race', 'best-of-2020', 'book-clubs', 'netgalley', 'favorites', 'non-fiction', 'politics', 'social-commentary', 'nonfiction', 'own-electronic', 'read-on-nook', 'books-i-own', 'civil-rights-social-justice', 'diaspora', '3-and-a-half-stars', 'authors-of-color', 'diverse', 'nfr-2020', 'history', 'political', 'published-in-2020', 'guidebooks', 'he-said-she-said', 'sociopolitical', '2021', 'e-book', 'history', 'favorites', 'audiobook', 'library-checkout', 'nonfiction-and-or-memoirs', 'favorites-2023', 'history', 'sociology', '2020-favorites', 'audiobook', 'history', 'non-fiction', 'politics', 'audiobook', 'buddy-read', 'us-election-2020-prep', '3-and-half-stars-worthwhile-read', 'nf-amer-experiences', 'nf-humanities-and-social-sciences', 'curator-kottke', 'nonfiction', 'nwsm']"
Loveless,2020,433,113545,4.19,"['Young Adult', 'LGBT', 'Contemporary', 'Queer', 'Fiction', 'Romance', 'Audiobook', 'favorites', 'owned', 'queer', 'queer', 'buddy-reads', 'contemporary', 'lgbtqiap', 'ace-rep', 'contemporary', 'fiction', '5-star-books', 'all-time-favorites', 'contemporary', 'read-2020', '2020-releases', 'audiobook', 'contemporary', 'friendships', 'lgbtqia', 'faves-all', 'faves-top30', 'j-aspec', '2022-books', 'i-own', 'arcs', '2020', '4-star', 'best-of-2020', 'lgbtq', 'own-physical', 'realistic-fiction', '2020-29', '2022', '4-star', '2020', '1-2020-releases', '2-ya', '3-contemporary', '2022', 'libros-en-mi-bello-librero', '2020-reads', 'contemporary', 'f-f', 'asexual-favs', 'favorites', 'contemporary', 'lgbtqia', 'made-me-cry', 'contemporary', 'lgbtq', 'young-adult', '2020-reads', 'e-books', 'good-covers']"
Bell Hammers,2020,334,696,4.15,"['Historical Fiction', 'Fiction', 'Humor', 'Historical', 'Coming Of Age', 'Contemporary', 'Audiobook', '2023', 'arr', 'audio-2023', 'first-reads-giveaways', 'humorous-fiction', '2020', 'arc-reviews', 'all-reads-2022', 'my-recommendations', 'acts-of-unrighteous-dominion', 'adults-authors-explaining-stuff', 'anything-you-can-do-i-can-do-better', 'arcs', 'book-tours-and-review-crews', 'folk-tale', 'historical', 'nonfiction', 'fiction', '2021', 'goodreads-giveaway', 'historical-southern', 'historical-us', 'kindle-or-pdf']"
Network Effect,2020,350,102354,4.47,"['Science Fiction', 'Fiction', 'Audiobook', 'Space', 'Adult', 'Space Opera', 'Science Fiction Fantasy', 'adult', 'adult-sff', 'fiction', 'arc', 'science-fiction', '2020-reads', '2021-reads', '2023-reads', 'arcs', 'audio', 'hoopla-libby', 'i-am-not-a-robot', 'my-library-hardcover', 'sci-fi', 'hardback-own', 'own', 'sci-fi', 'fun-fun-fun', 'sf', 'audio', 'libby-app', 'read-in-2024', 'calling-all-aces', 'hugo-awards-2021', 'lgbtqia', 'audiobooks', 'female-nonbinary-authors', 'kindle-google', 'sci-fi-fantasy', '2020-29', '2023', '4-star', 'adventure', 'audiobook', 'science-fiction', 'sci-fi', 'series', '4-star', 'elle-series-goal', 'scifi-dystopias', 'audiobooks', 'humor', 'science-fiction', 'favorites', 'science-fiction-fantasy', 'audiobook', 'favorite-series', 're-read', 'arc', 'physical-owned', '2020_05_books-bought', '2020-shelf', 'sci-fi', 'audiobooks', 'libby', 'review-copy', 'science-fiction', 'action-adventure', 'friendship', 'made-me-cry', '2025', 'artificial-intelligence', 'favorites']"
From Blood and Ash,2020,622,725427,4.22,"['Romance', 'Romantasy', 'Fantasy Romance', 'Vampires', 'Enemies To Lovers', 'Fiction', 'New Adult', 'a-man-saves-the-day', 'better-off-as-kindling', 'black-and-white', '451-degrees-fahrenheit', 'fucking-magical', 'big-hype-big-lie', 'fantasy', 'fiction', 'all-time-favourite', 'fantasy', 'novella', '3-stars', 'fantasy-low-to-moderate', 'low-or-no-steam', 'book-club', 'this-book-is-bitchin', '2021-books', 'i-came-i-saw-i-yeeted', 'magic-and-sparkles-and-shit', 'new-adult', '2020', '2021', 'fantasy-romance', 'favorites', 'audiobook', 'buddy-reads', 'fantasy', 'buddy-reads', 'all-time-faves', 'fantasy', 'faves', 'audiobooks', 'bookstagram-made-me-do-it', 'buddy-reads', '2021', 'buddy-reads', 'cursed-books-project', 'damaged-hero', 'fantasy-romance', 'favorite-of-2020', '2020-favorites', '5-star-reads', 'fantasy-romance', 'adictivo', 'book-boyfriend', 'daga-al-cuello']"
Heartstopper: Volume Four,2021,384,420979,4.59,"['Graphic Novels', 'LGBT', 'Young Adult', 'Queer', 'Contemporary', 'Comics', 'Fiction', '2021-favorites', 'fiction', 'queer-lit', 'read-in-2021', '2021-reads', '2021-releases', 'graphic-novel', '3-stars', 'diverse', 'eh', 'graphic-books-comics', 'queer', 'contemporary', 'fav', 'graphic-novel', '5-star-books', 'contemporary', 'emotional', 'favorites', 'lgbtqiap', 'lidos-2022', 'read-in-1-sitting', '2021-release', 'owned-physical', 'from-library', 'graphic-novels', 'lgbtqiap', 'lgbtq', 'mis-bebes', 'romance', '2021-reads', '2022-reads', 'lgbtq', 'characters-of-colour', 'i-fell-in-love', 'lgbtqia', 'contemporary', 'favorites', 'fiction']"
One of Us Is Next,2020,377,261773,3.9,"['Mystery', 'Young Adult', 'Thriller', 'Mystery Thriller', 'Fiction', 'Contemporary', 'Audiobook', '2020-release', 'arcs', 'audiobook', 'favorite-wtf-mindfu-k-books', '5-stars', 'chronic-illness-disability', 'contemporary', 'mystery-thriller', 'young-adult', '2020-releases', 'disappointing', 'rated-1-star', 'apr24౨ৎ', 'read-in-2024౨ৎ', 'mystery-its-a-mystery', 'young-adult', 'alcoholism-drugs', 'crime-mystery-thriller', 'illness-mental-terminal', 'audiobooks', 'library', 'recommended', '2020', 'mystery-thriller', 'ya-books', 'library-book', 'mystery-thriller-etc', 'young-adult', 'read-in-2020', 'ya-comtemporary', '2020', 'mystery', 'thriller', 'audiobook', 'mystery-or-thriller']"
Legendborn,2020,502,159638,4.32,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Young Adult Fantasy', 'Urban Fantasy', 'Audiobook', '2020', 'arc', 'author-of-colour', '2021-reads', 'fantasy', 'owned', '2021', 'audiobook', 'ya-fantasy', 'black-books', 'books-i-own', 'books-read-in-2020', '1-stars', 'actual-strong-female-protagonists', 'annotated', '3-and-a-half-stars', 'authors-of-color', 'diverse', 'favorites-2021', 'grchoice_round1', 'owlcrate', 'published2020', 'awesome-friendships', 'book-buyers-anonymous-bought', 'cultural-mythology-folklore', 'netgalley-booksirens-author-sent', 'black-author', 'dark-academia', 'lgbtqia-library', 'fantasy', '2020-most-anticipated', 'black-girl-mc', 'fantasy-favorites', 'audiobooks', 'bookstagram-made-me-do-it', 'library', '2021', 'character-love', 'love-triangle-yay', '2020', 'fantasy', 'ya', '2020', 'fantasy-frenemies', 'favorites', 'beautiful-covers', 'booktok-made-me-do-it', 'i-would-die-for-these-characters']"
A Psalm for the Wild-Built,2021,151,150050,4.25,"['Science Fiction', 'Fiction', 'Fantasy', 'Audiobook', 'Novella', 'Queer', 'LGBT', '2021-reads', 'hugo-nebula-nominees-and-winners', '2021-releases', 'arc', 'adult', 'adult-sff', 'fiction', 'favorites-2021', 'cozy-vibes', 'in-my-home-library', 'science-fiction', '2021-releases', 'author-woman', 'hugo', 'i-am-not-a-robot', 'my-library-kindle', 'novella', 'adult', 'cozy', 'favorites', 'sci-fi', '2020s', 'read-2021', 'reviewed', '2022-read', 'read-in-2022', 'a-few-of-my-favourite-things', 'delightful', 'deserves-all-the-stars', 'favourites', 'short-novels', 'beautiful-prose', 'fantasy', 'novella', 'better-than-therapy', 'own-a-copy', 'read-in-2021', 'sf', 'what-should-i-read-next', 'audiobooks', 'fiction', 'non-binary']"
Rhythm of War,2020,1232,194643,4.61,"['Fantasy', 'Fiction', 'Audiobook', 'Epic Fantasy', 'High Fantasy', 'Adult', 'Epic', 'favorites', 'masterpieces', 'adult', 'buddy-reads', 'fantasy', 'audio', 'fantasy-all', 'hardback-own', 'modern-fantasy', 'audiobook', 'brandon-sanderson', 'favorites', 'fantasy', 'man-author', 'favourites', 'fantasy', 'freecopy', 'failed', 'owned_kindle', 'arc', 'fantasy', 'best-books-i-ve-ever-read', 'fantasy', 'favorites', 'awesome-magic', 'awesome-mc', 'awesome-world', 'fantasy', 'have-or-will-reread', 'chunkster', 'fantasy', 'let-down', '2020-shelf', '2024-shelf', 'epic-fantasy', '2021', 'adult', 'fantasy', '4-5-stars', 'awesome-audio', 'beautifully-broken-bastards', 'cosmere', 'could-not-put-down', 'favourite-authors', 'favorites', 'love-of-my-life', 'rtc']"
Cloud Cuckoo Land,2021,626,243871,4.25,"['Fiction', 'Historical Fiction', 'Fantasy', 'Science Fiction', 'Audiobook', 'Literary Fiction', 'Historical', 'books-of-the-year-2021', 'fiction', 'historical-fiction', 'review-copy', 'netgalley', '5-stars', 'fantasy', 'favorites-2023', 'edelweiss-reviews', '1450-s', '2021', 'books-about-books', 'arc-netgalley-edelweiss', 'fiction', 'most-memorable-2021', 'fiction', 'in-my-home-library', 'adult', 'recommended', 'arcs-and-review-copies', 'netgalley', 'netgalley', 'arc-copy', 'fantasy-scifi-magical-realism-other', 'goodread-books-i-won-from-giveaways', 'four-stars-books', 'favorites', 'fiction', 'english', 'apocalyptic', 'environmental-fiction', 'historical-fiction', '2022-top-10', 'blew-my-mind', 'books-i-recommend', 'audio', 'netgalley', 'overdrive']"
The Burning God,2020,622,123091,4.3,"['Fantasy', 'Fiction', 'Historical Fiction', 'Adult', 'Audiobook', 'Historical', 'High Fantasy', 'arcs-and-review-copies', 'favorites', 'adult', 'arc', 'buddy-reads', 'author-of-colour', 'characters-of-colour', '2020-releases', 'arc', 'adult', 'adult-historical', 'adult-sff', 'arcs', 'favourites', 'five-stars', 'adult-fantasy', 'all-time-favourites', 'east-asian-literature', 'actually-gray-characters', 'dark-dark-dark', 'depressing', 'about-poc', 'arcs', 'sff', 'high-fantasy', 'historical-fantasy', 'adult', 'fantasy', 'i-actually-cried', 'modern-fantasy', '2021-reads', 'adult', 'audiobook', '4-star-reads', '2020-release', 'adult', 'audiobook', '2020-reads', 'adult-books', 'arcs', 'adult', 'all-time-fav', 'asian-mythology', 'audiobooks', 'fabulous-and-absolute-favorites', 'made-me-cry', '2020-releases', 'adult-historical-fic', 'adult-sff']"
Chain of Gold,2020,617,114077,4.38,"['Fantasy', 'Young Adult', 'Romance', 'Historical Fiction', 'Young Adult Fantasy', 'Paranormal', 'Urban Fantasy', 'angels', 'demons', 'fae', '2020', '5-star', 'book-boyfriends', '2020', 'ya-fantasy', '2020-releases', 'favorites', 'owned', '2019-reads', '5-stars', 'arc', 'owned', 'queer', '2020-release', 'arcs', 'fantasy', 'actually-gray-characters', 'depressing', 'favorites', '2020-reads', '2022-reads', 'book-series', 'lgbtqiap', 'read-in-2020', '2020-reads', 'historical-fiction', 'paranormal', 'fantasy-series', '2020-favourites', 'books-i-will-reread-until-i-die', 'buddy-reads', 'fantasy', 'historical', 'monsters-and-demons', 'hardback-own', 'machalo-tbr-cleaning-2020', 'own', 'ugh', 'owned', 'reviewed', 'grchoice_round1', 'published2020', 'worstof2020', 'way-to-shoot-yourself-in-the-foot', 'wring-that-cow-dry-baby']"
Yellowface,2023,319,783991,3.75,"['Fiction', 'Contemporary', 'Audiobook', 'Literary Fiction', 'Thriller', 'Mystery', 'Adult', '2022', 'arc', 'contemporary', 'art', 'art_life', 'identity', 'adult-literary-fiction', 'adult-thriller', 'audiobook', '2024', 'contemporary', 'review-copy', 'arcs', '2023-release', '4-stars', 'authors-of-color', 'literary-fiction', 'east-asian-literature', 'fiction', 'in-my-home-library', 'arcs', 'fiction', 'contemporary', 'literary', 'meh', '2023', 'literary-fiction', '2-stars-didnt-like', '2022-challenge', 'adult-na', 'adult-fiction', 'realistic-fiction', 'thriller', 'bookstagram-made-me-do-it', 'from-publisher', 'netgalley', '2-stars', 'disappointment', 'skim-skim-skimmerrr']"
The Glass Hotel,2020,307,185094,3.69,"['Fiction', 'Audiobook', 'Contemporary', 'Mystery', 'Literary Fiction', 'Adult', 'Canada', '2-and-a-half-stars', 'eh', 'literary-fiction', '2020-releases', 'literary-fiction', 'netgalley', 'from-publisher-or-author', '2020-reads', 'fiction', 'arc', 'read-in-2020', '2020-reads', 'favorites', 'business', 'greed', 'adult', 'audiobook', 'quarantine-reads', '2020-release', 'edelweiss', 'past-and-present', 'owned', 'netgalley', '2022-reads', 'american-new-york', 'audiobook', '2020', 'contemporary', 'netgalley', '2020', 'audible', 'e-book', 'fiction', 'finances-in-fiction', 'historical-fiction', 'novels-about-art', 'e-audible', 'literary-fiction']"
"Good Girl, Bad Blood",2020,413,666541,4.27,"['Mystery', 'Young Adult', 'Thriller', 'Mystery Thriller', 'Crime', 'Fiction', 'Audiobook', 'recommended', 'suspenseful-clues-and-thrilling-rev', 'favorites', '3-and-a-half-stars', 'mystery-thriller-horror-etc', 'recommend', 'thrillers', 'contemporary', 'fiction', 'must-read-teen-lit', 'favourite', 'invisible-heart-strings౨ৎ', 'mystery-and-thriller', 'in-my-home-library', 'mystery-thriller', 'young-adult', '4-stars', 'audio', 'hoopla-libby', 'horror-thriller-mystery', 'physical-books-read', 'contemporary', 'fav-fmc', 'fav-mmc', 'book-bfs', 'contemporary', 'impressed-me']"
The Maid,2022,304,643183,3.76,"['Mystery', 'Fiction', 'Audiobook', 'Thriller', 'Mystery Thriller', 'Crime', 'Contemporary', '2022', 'from-publisher', 'mystery-book-club', '2022', 'mystery-thriller', '2021-reads', 'buddy-read-with-marialyce', 'fiction', 'all-time-favorite', 'edelweiss', 'mystery-thriller', 'netgalley', 'netgalley', 'netgalley-2021', 'audiobooks', 'netgalley', 'cozy', 'crime', 'debut', 'best-of-2021', 'book-clubs', 'netgalley', '5-star-winners', 'fiction', 'mystery-thrillers', '2021-favorites', 'cozy-mystery', 'enjoyed-the-characters', 'not-for-me', '2022-mount-tbr-challenge', 'british', 'female-authors', 'cozy-mystery', 'fiction', 'mystery', '2022', 'e-book', 'mystery']"
A Promised Land,2020,701,254334,4.33,"['Nonfiction', 'Biography', 'Memoir', 'Politics', 'Audiobook', 'History', 'Autobiography', '2020-favorites', 'audiobooks', '2020-read', 'audiobook', 'favorite-2020', '5-star-books', '500-or-more-pages', 'adult', 'african-american', 'nonfiction', 'politics', 'best-of-2020', 'non-fiction', '2020-five-star-books', 'audiobooks', 'goodreads-best-of-list-2020', '2020-read', 'politics', 'usa', 'authors-of-color', 'biography-memoir', '2020', 'non-fiction', 'owned', 'audio-book', 'autobiography-memoir', 'black-history', 'biographies', 'chunkster', 'non-fiction', 'beautiful', 'book-discussion-perfect', 'brilliant', 'audiobook']"
Rule of Wolves,2021,592,165271,4.35,"['Fantasy', 'Young Adult', 'Fiction', 'Romance', 'Young Adult Fantasy', 'LGBT', 'High Fantasy', 'trash', 'favorites-fiction', 'fantasy', 'owned-a', 'owned-p', 'fiction', 'ya-sff', 'young-adult', '4-stars', 'fantasy', 'owned', '2022-reads', 'adult-books', 'fantasy', '4-star', 'elle-series-goal', 'fantasy', '2021', 'book-gf', 'buddy-reads', 'favorite-reads', 'desperately-want-to-read', 'fangirling', 'grabby-hands', 'own-audible', 'own-hardcover', 'read-in-2021', 'fantasy', 'politics', 'young-adult', 'awesome-author', 'bubbling-under-5-stars', 'derp-moments', 'favorites', '2021-release', 'best-fantasy', 'fantasy-all', 'hardback-own', 'machalo-tbr-challenge-2021', 'why-yes-i-ya']"
Shuggie Bain,2020,430,172136,4.31,"['Fiction', 'Historical Fiction', 'Literary Fiction', 'Scotland', 'LGBT', 'Audiobook', 'Contemporary', 'family-drama', 'literary-fiction', 'netgalley', '2020', 'arc', 'contemporary', 'lgbtqia', 'booker', 'british', '2020-releases', 'read-in-2020', 'favorites', 'edelweiss-reviews', 'fiction', 'in-my-home-library', '2020-booker', '2020-read', 'uk', 'i-rather-chop-a-bunch-of-onions', 'wow-a-booker', 'english', '2020', '2020-booker-longlist', '2020-booker-shortlist', 'autobiographical-novels', 'bookers', 'novels', 'booker-winners', 'buddy-read', 'favorites', 'literary-fiction', 'man-booker', 'inglese', 'scozzese', 'bookclub', 'owned', 'characters-close-to-my-heart', 'lgbtq', 'man-bookering']"
Transcendent Kingdom,2020,264,155661,4.11,"['Fiction', 'Contemporary', 'Literary Fiction', 'Audiobook', 'Mental Health', 'Africa', 'Adult', 'adult', 'adult-contemporary', 'adult-lit', 'literature', '2020', 'foreign-lands', '2020-reads', 'book-of-the-month', 'buddy-read-with-marialyce', '4-stars', 'authors-of-color', 'diverse', '2020-read', 'absolute-favorite', 'all-the-feels', 'adult-fiction', 'five-stars', 'own-electronic', 'family-drama', 'literary-fiction', 'netgalley', '2020', 'arc', 'authors-of-color', '5-star-favourites', '2020', 'audiobooks', 'fiction', '2021', '2021-womens-prize-longlist', '2021-womens-prize-shortlist', '2020', 'religion-spirituality', 'ho-hum', 'literary-fiction', 'mothers-and-daughters', 'african-american', 'audiobook', 'fiction', 'arc-digital', 'authors-of-color', 'favorites', 'addiction', 'africa', 'african-american']"
